KEY,METRIC_1,METRIC_2,METRIC_3,METRIC_4,METRIC_5,METRIC_6,METRIC_7,METRIC_8,METRIC_9,METRIC_10,avg_metric
11611035700,0.16,0.05,4342.81,0.25,0.038,0.079,0.013,0.306,4.8,0.0,434.85
11611036800,0.19,0.09,1043.29,0.25,0.061,0.125,0.01,0.331,1.69,0.0,104.6
11611037900,0.88,0.04,5083.69,0.56,0.036,0.07,0.018,0.329,6.94,0.0,509.26
11611039000,0.25,0.04,7022.44,0.3,0.039,0.063,0.014,0.353,5.73,0.0,702.92
11611040100,0.74,0.1,888.04,0.46,0.046,0.117,0.007,0.336,2.42,0.0,89.23
11611041200,0.82,0.08,1444.0,0.07,0.044,0.099,0.008,0.504,3.03,0.0,144.87
11611042300,0.56,0.07,2016.01,0.04,0.047,0.143,0.006,0.405,3.35,0.0,202.06
11611043400,0.45,0.08,1383.84,0.29,0.047,0.12,0.01,0.351,2.91,0.0,138.81
11611044500,0.67,0.06,2550.25,0.45,0.043,0.113,0.03,0.348,7.25,0.0,255.92
11611047800,3.46,0.15,380.25,21.67,0.286,0.011,0.005,0.522,4.86,0.24,41.15
11611048900,5.0,0.21,198.81,5.07,0.302,0.011,0.007,0.497,5.94,0.3,21.61
11611050000,4.74,0.2,225.0,16.81,0.298,0.016,0.005,0.512,5.66,0.28,25.35
11611052200,0.8,0.08,1354.24,1.26,0.048,0.121,0.039,0.354,25.54,0.0,138.25
11611053300,0.67,0.22,179.56,0.15,0.059,0.118,0.018,0.322,10.1,0.15,19.14
11611054400,1.03,0.1,906.01,1.59,0.045,0.076,0.014,0.319,18.56,0.0,92.77
11611055500,0.33,0.16,342.25,0.38,0.053,0.135,0.017,0.354,14.27,0.0,35.79
11611056600,0.76,0.12,580.81,0.89,0.042,0.062,0.013,0.315,19.4,0.2,60.26
11611058800,0.84,0.23,176.89,0.67,0.066,0.123,0.015,0.326,8.71,0.08,18.79
11611062100,0.3,0.01,61256.25,0.76,0.055,0.071,0.007,0.369,20.27,0.0,6127.81
11611063200,0.23,0.02,14641.0,2.28,0.059,0.093,0.01,0.34,17.8,0.0,1466.18
11611064300,1.0,0.05,3588.01,2.27,0.069,0.116,0.008,0.507,9.76,0.0,360.18
11611065400,1.12,0.31,94.09,3.63,0.068,0.113,0.012,0.324,2.74,0.58,10.3
11611066500,1.01,0.04,4858.09,0.8,0.055,0.056,0.009,0.341,9.09,0.0,486.95
11611067600,0.2,0.05,3352.41,3.0,0.057,0.056,0.009,0.324,8.8,0.0,336.49
11611068700,0.64,0.06,2830.24,3.69,0.063,0.08,0.009,0.337,5.71,0.0,284.08
11611069800,0.34,0.09,1162.81,3.52,0.062,0.084,0.012,0.46,5.99,0.34,117.37
11611070900,0.2,0.04,7072.81,0.6,0.053,0.049,0.004,0.341,8.72,0.0,708.28
11611072000,1.12,0.08,5097.96,6.76,0.06,0.026,0.017,0.333,75.0,0.52,518.19
11611073100,0.75,0.17,1183.36,1.47,0.078,0.076,0.01,0.364,23.73,0.45,121.05
11611074200,0.46,0.09,3994.24,4.25,0.061,0.032,0.014,0.337,59.12,0.85,405.95
11611075300,0.52,0.08,6193.69,5.29,0.062,0.054,0.023,0.319,66.07,0.59,626.67
11611076400,1.21,0.09,4212.01,4.78,0.062,0.028,0.017,0.327,62.96,0.62,428.21
11611077500,0.78,0.08,5898.24,4.76,0.06,0.045,0.019,0.346,62.09,0.54,596.7
11611151200,0.44,0.05,1444.0,6.48,0.09,0.023,0.019,0.39,136.66,0.0,158.82
11611152300,0.83,0.06,1281.64,6.55,0.09,0.024,0.016,0.401,114.19,0.0,140.38
11611153400,0.82,0.03,1190.25,1.03,0.084,0.033,0.022,0.387,186.97,0.0,137.96
11611154500,0.78,0.05,345.96,0.4,0.094,0.021,0.016,0.378,102.92,0.0,45.06
11611155600,1.16,0.06,272.25,2.82,0.091,0.026,0.015,0.414,156.01,0.0,43.28
11611156700,0.21,0.03,1497.69,2.32,0.079,0.022,0.006,0.416,180.24,0.0,168.1
11611157800,0.73,0.02,1953.64,3.27,0.068,0.021,0.007,0.412,241.91,0.0,220.01
11611158900,1.05,0.03,1513.21,3.26,0.085,0.038,0.005,0.407,188.32,0.0,170.64
11611160000,0.42,0.02,1980.25,3.1,0.067,0.018,0.006,0.458,226.4,0.0,221.07
11611161100,1.15,0.04,795.24,0.48,0.087,0.047,0.012,0.391,166.06,0.0,96.35
11611162200,0.38,0.02,3014.01,1.15,0.067,0.02,0.011,0.448,296.46,0.0,331.26
11611163300,0.27,0.02,2500.0,0.7,0.079,0.027,0.014,0.394,158.93,0.0,266.04
11611164400,0.94,0.04,595.36,1.53,0.077,0.021,0.012,0.403,179.09,0.0,77.75
11611165500,0.57,0.02,1806.25,1.4,0.074,0.027,0.007,0.392,249.49,0.0,205.82
11611166600,0.9,0.04,506.25,2.22,0.093,0.036,0.019,0.385,130.61,0.0,64.06
11611167700,0.44,0.02,1918.44,2.39,0.073,0.023,0.007,0.447,189.52,0.0,211.14
11611168800,0.89,0.03,1317.69,0.5,0.096,0.029,0.023,0.367,121.85,0.0,144.15
11611169900,0.16,0.03,1376.41,0.09,0.074,0.019,0.012,0.416,188.8,0.0,156.6
11611171000,0.35,0.03,1169.64,2.55,0.08,0.028,0.018,0.403,164.27,0.0,133.74
11611172100,0.33,0.03,1149.21,1.79,0.076,0.018,0.009,0.414,180.85,0.0,133.27
11611173200,0.2,0.03,1436.41,3.01,0.07,0.026,0.012,0.406,227.49,0.0,166.77
11611174300,0.57,0.02,2862.25,2.01,0.07,0.023,0.01,0.435,273.16,0.0,313.85
11611175400,1.16,0.03,1225.0,2.42,0.074,0.019,0.017,0.426,231.16,0.0,146.03
11611176500,0.19,0.03,1102.24,0.95,0.072,0.016,0.012,0.417,210.2,0.0,131.41
11611177600,0.73,0.06,331.24,1.76,0.108,0.041,0.014,0.373,91.47,0.0,42.58
11611178700,0.75,0.03,1115.56,1.74,0.078,0.021,0.011,0.406,206.91,0.0,132.55
11611179800,0.75,0.04,650.25,2.76,0.082,0.025,0.009,0.406,154.27,0.0,80.86
11611180900,0.35,0.02,3226.24,3.56,0.068,0.031,0.017,0.383,255.55,0.0,348.62
11611182000,1.03,0.03,1406.25,0.32,0.073,0.027,0.018,0.414,233.32,0.0,164.15
11611183100,1.1,0.04,812.25,2.83,0.089,0.034,0.018,0.4,151.6,0.0,96.84
11611184200,1.0,0.03,1383.84,1.39,0.081,0.025,0.016,0.389,208.72,0.0,159.55
11611185300,0.34,0.02,3906.25,3.32,0.07,0.018,0.009,0.436,285.45,0.0,419.59
11611186400,0.96,0.02,2180.89,1.1,0.074,0.014,0.016,0.389,210.12,0.0,239.36
11611187500,0.59,0.01,4651.24,1.57,0.062,0.018,0.009,0.399,265.31,0.0,491.92
11611188600,0.72,0.03,7796.89,7.06,0.093,0.098,0.019,0.398,56.06,0.0,786.14
11611189700,0.61,0.04,4802.49,1.94,0.107,0.096,0.02,0.349,42.5,0.0,484.82
11611190800,0.96,0.01,36062.01,3.92,0.083,0.02,0.014,0.419,95.42,0.0,3616.29
11611191900,0.69,0.01,14689.44,1.0,0.085,0.026,0.007,0.444,79.26,0.0,1477.1
11611198500,0.27,0.01,46526.49,4.84,0.079,0.014,0.006,0.403,72.93,0.0,4660.5
11611200700,0.99,0.01,81624.49,0.36,0.077,0.038,0.012,0.414,82.21,0.0,8170.86
11611202900,0.45,0.01,10363.24,0.97,0.084,0.021,0.012,0.402,80.47,0.0,1044.57
11611206200,0.74,0.01,7569.0,0.9,0.073,0.025,0.015,0.395,116.6,0.0,768.78
11611207300,0.81,0.01,16822.09,0.34,0.077,0.02,0.007,0.417,97.04,0.0,1692.08
11611222700,0.67,0.01,10241.44,0.31,0.077,0.011,0.015,0.397,73.47,0.0,1031.64
11611224900,0.76,0.01,52854.01,2.42,0.067,0.015,0.006,0.42,88.17,0.0,5294.59
11611233700,0.48,0.01,32292.09,4.32,0.089,0.038,0.011,0.394,61.15,0.0,3235.86
11611234800,0.77,0.01,42353.64,4.02,0.084,0.024,0.017,0.409,67.13,0.0,4242.61
11611235900,0.55,0.01,33562.24,0.1,0.08,0.012,0.016,0.383,44.19,0.0,3360.76
11611237000,0.32,0.03,5806.44,2.47,0.099,0.059,0.032,0.363,51.57,0.0,586.14
11611238100,0.52,0.02,6905.61,1.31,0.093,0.045,0.023,0.367,43.89,0.0,695.19
11611239200,1.0,0.01,31116.96,1.7,0.079,0.018,0.005,0.431,55.97,0.0,3117.62
11611240300,0.86,0.02,4369.21,0.36,0.075,0.014,0.011,0.439,80.36,0.0,445.13
11611242500,0.9,0.02,8519.29,3.08,0.093,0.027,0.023,0.371,44.97,0.0,856.88
11611245800,0.83,0.02,12056.04,1.95,0.095,0.026,0.017,0.392,42.68,0.0,1210.21
11611249100,0.7,0.01,19712.16,1.09,0.096,0.022,0.017,0.389,52.06,0.0,1976.65
11611250200,0.59,0.02,4199.04,0.88,0.085,0.018,0.015,0.387,54.74,0.0,425.58
11611251300,0.08,0.01,5655.04,0.09,0.079,0.018,0.017,0.391,53.41,0.0,570.91
11611253500,0.91,0.02,2777.29,1.67,0.104,0.039,0.01,0.377,35.47,0.0,281.59
11611254600,0.28,0.02,11491.84,4.69,0.088,0.054,0.014,0.373,52.89,0.0,1155.02
11611263400,0.38,0.01,5882.89,0.1,0.087,0.028,0.004,0.405,56.7,0.0,594.06
11611264500,0.29,0.01,4788.64,0.89,0.078,0.02,0.018,0.4,81.59,0.0,487.19
11611266700,0.63,0.01,10753.69,0.33,0.076,0.027,0.006,0.447,53.75,0.0,1080.9
11611273300,0.06,0.01,15055.29,1.86,0.077,0.023,0.015,0.481,47.93,0.0,1510.57
11611275500,0.71,0.01,13363.36,0.58,0.076,0.033,0.014,0.456,85.9,0.0,1345.11
11611288700,0.34,0.01,14208.64,0.9,0.077,0.019,0.007,0.405,79.8,0.0,1429.02
11611289800,1.05,0.01,4970.25,0.09,0.079,0.015,0.002,0.4,63.93,0.0,503.58
11611292000,0.77,0.02,10281.96,2.81,0.088,0.045,0.011,0.384,61.26,0.0,1034.73
11611293100,0.36,0.01,27324.09,1.48,0.085,0.039,0.012,0.41,66.04,0.0,2739.25
11611297500,0.66,0.01,5155.24,2.23,0.087,0.03,0.006,0.411,74.5,0.0,523.32
11611298600,0.94,0.02,3329.29,2.16,0.088,0.037,0.005,0.392,62.68,0.0,339.56
11611314000,0.2,0.01,14042.25,1.93,0.081,0.012,0.003,0.409,82.33,0.0,1412.72
11611329400,0.27,0.01,9312.25,1.09,0.084,0.018,0.011,0.394,57.42,0.0,937.15
11611341500,0.72,0.01,69274.24,4.69,0.079,0.028,0.032,0.43,86.62,0.0,6936.68
11611342600,0.79,0.01,34040.25,3.58,0.089,0.03,0.032,0.395,66.01,0.0,3411.12
11611353600,3.02,0.06,265.69,0.8,0.296,0.024,0.008,0.515,46.19,0.0,31.66
11611354700,2.95,0.06,259.21,4.19,0.292,0.023,0.008,0.555,41.43,0.0,30.87
11611355800,2.89,0.07,225.0,18.38,0.317,0.02,0.009,0.467,41.25,0.0,28.84
11611356900,1.85,0.05,470.89,11.72,0.308,0.008,0.014,0.502,61.09,0.0,54.64
11611358000,2.39,0.05,424.36,15.88,0.29,0.016,0.009,0.489,57.69,0.0,50.12
11611684700,1.23,0.25,139.24,0.23,0.044,0.119,0.008,0.327,2.08,0.31,14.38
11611685800,0.47,0.06,2970.25,0.01,0.043,0.116,0.008,0.339,2.61,0.0,297.39
11611686900,0.62,0.05,3136.0,0.2,0.041,0.1,0.008,0.527,2.21,0.0,313.98
11611688000,0.93,0.1,823.69,0.48,0.044,0.101,0.006,0.5,2.77,0.0,82.86
11611689100,0.58,0.06,2190.24,0.23,0.054,0.115,0.015,0.319,2.1,0.0,219.37
11612175300,4.52,0.11,88.36,3.38,0.412,0.012,0.008,0.493,13.0,0.0,11.03
11612176400,2.24,0.05,1544.49,4.08,0.38,0.014,0.005,0.427,3.78,0.0,155.55
11612242400,2.81,0.36,7.84,1.56,0.127,0.015,0.011,0.341,3.5,0.44,1.7
11612243500,1.41,0.26,15.21,0.23,0.077,0.058,0.017,0.309,3.19,0.44,2.12
11612516300,8.71,0.66,21.16,7.66,0.223,0.019,0.006,0.447,1.45,0.19,4.05
11612517400,4.35,0.48,39.69,10.84,0.166,0.023,0.006,0.438,1.92,0.21,5.81
11612518500,4.49,0.42,50.41,1.04,0.152,0.024,0.005,0.477,2.04,0.22,5.93
11612519600,1.55,0.07,1648.36,8.15,0.238,0.012,0.004,0.419,2.86,0.0,166.17
11612526200,1.12,0.03,942.49,2.95,0.275,0.006,0.003,0.364,4.71,0.0,95.19
11612527300,0.62,0.02,1648.36,3.01,0.255,0.012,0.003,0.384,11.02,0.0,166.37
11612528400,1.21,0.03,1183.36,1.03,0.271,0.011,0.005,0.374,12.59,0.0,119.89
11614043100,1.05,0.24,161.29,0.48,0.094,0.101,0.019,0.313,6.49,0.79,17.09
11614044200,0.79,0.07,1980.25,3.0,0.089,0.062,0.014,0.33,6.87,0.35,199.18
11614045300,1.13,0.07,1640.25,2.69,0.092,0.07,0.015,0.325,7.51,0.41,165.26
11614046400,0.81,0.1,973.44,4.16,0.093,0.07,0.015,0.314,7.39,0.63,98.7
11614047500,0.45,0.08,1451.61,2.76,0.092,0.05,0.009,0.319,6.87,0.52,146.28
11614048600,0.2,0.05,3881.29,3.57,0.095,0.058,0.009,0.345,6.02,0.0,389.16
11614049700,0.7,0.07,1681.0,0.5,0.089,0.054,0.01,0.308,6.66,0.46,168.99
11614050800,1.09,0.24,161.29,3.5,0.099,0.072,0.017,0.312,3.73,0.75,17.11
11620644200,0.23,0.04,7072.81,1.11,0.055,0.072,0.01,0.421,17.17,0.0,709.19
11620645300,0.08,0.02,23378.41,1.89,0.053,0.094,,0.425,16.96,0.0,2599.77
11620646400,0.13,0.03,11172.49,0.58,0.059,0.128,0.011,0.445,13.95,0.0,1118.78
11620647500,0.26,0.06,2430.49,3.28,0.064,0.118,0.012,0.435,6.68,0.0,244.14
11620648600,0.64,0.02,30206.44,1.62,0.055,0.082,0.004,0.402,11.39,0.0,3022.07
11620649700,0.91,0.03,9584.41,0.18,0.058,0.096,0.009,0.422,14.08,0.0,960.02
11620650800,0.77,0.02,23134.41,3.69,0.062,0.131,0.014,0.448,14.61,0.0,2315.42
11620651900,1.47,0.8,38.44,1.55,0.049,0.18,0.029,0.319,8.24,0.59,5.17
11620653000,0.23,0.15,1108.89,1.06,0.038,0.07,0.019,0.318,20.99,0.48,113.22
11620654100,0.53,0.19,729.0,1.59,0.04,0.083,0.018,0.348,13.9,0.56,74.63
11620655200,0.43,0.12,1616.04,0.28,0.035,0.05,,0.31,24.2,0.54,182.44
11620656300,0.27,0.13,1521.0,0.84,0.038,0.055,,0.35,20.22,0.46,171.48
11620657400,0.82,0.13,1413.76,1.17,0.041,0.109,,0.318,29.11,0.44,160.66
11620658500,0.23,0.14,1339.56,0.46,0.038,0.051,0.015,0.324,24.37,0.47,136.57
11620659600,0.62,0.11,2162.25,1.33,0.04,0.086,0.015,0.331,16.8,0.43,218.2
11620660700,0.31,0.1,2724.84,1.62,0.04,0.073,0.012,0.308,32.6,0.46,276.04
11620661800,0.51,0.1,2500.0,0.37,0.038,0.074,0.019,0.315,22.15,0.42,252.4
11620662900,0.28,0.11,1909.69,0.63,0.038,0.067,0.018,0.316,21.73,0.46,193.33
11620664000,0.67,0.14,1339.56,0.41,0.04,0.078,0.021,0.36,25.7,0.42,136.74
11620665100,1.09,0.07,4610.41,1.62,0.036,0.055,0.011,0.332,24.4,0.42,463.84
11620666200,1.12,0.12,1883.56,0.51,0.037,0.07,0.025,0.325,22.11,0.5,190.84
11620667300,0.93,0.04,13735.84,1.03,0.036,0.056,0.014,0.33,25.44,0.0,1376.37
11620668400,0.7,0.14,1211.04,1.73,0.037,0.044,0.017,0.309,22.98,0.54,123.75
11620669500,0.46,0.1,2470.09,0.35,0.041,0.09,0.017,0.317,26.12,0.41,249.8
11620670600,0.99,0.07,4970.25,0.8,0.04,0.084,0.022,0.31,31.31,0.52,500.44
11620671700,0.4,0.08,3844.0,0.11,0.039,0.079,0.02,0.316,39.67,0.5,388.52
11620672800,0.23,0.06,6905.61,1.41,0.036,0.07,0.021,0.35,30.37,0.0,693.82
11620673900,0.93,0.05,11642.41,0.82,0.035,0.07,0.023,0.349,34.71,0.0,1167.94
11620675000,0.36,0.15,1162.81,0.78,0.039,0.06,0.016,0.326,23.5,0.45,118.85
11620676100,0.84,0.08,4121.64,0.04,0.032,0.045,0.013,0.313,20.14,0.42,414.36
11620677200,0.37,0.05,8798.44,0.52,0.04,0.091,0.021,0.319,25.94,0.16,882.6
11620678300,1.01,0.07,5520.49,0.03,0.038,0.075,0.031,0.32,22.44,0.21,554.47
11620679400,0.72,0.08,3782.25,0.83,0.033,0.052,0.014,0.318,25.37,0.49,381.02
11620680500,0.41,0.05,9006.01,0.47,0.034,0.045,0.014,0.315,16.69,0.42,902.45
11620681600,0.14,0.05,9545.29,1.09,0.029,0.043,0.015,0.331,26.46,0.43,957.39
11620682700,0.9,0.04,15104.41,0.03,0.03,0.059,0.018,0.321,37.1,0.0,1514.29
11620683800,0.18,0.05,8760.96,0.66,0.032,0.05,,0.338,29.39,0.36,976.89
11620684900,0.23,0.11,2237.29,1.01,0.034,0.044,0.017,0.322,19.97,0.67,225.97
11620686000,1.18,0.18,795.24,1.03,0.042,0.078,0.017,0.313,15.53,0.58,81.42
11620687100,0.43,0.07,4719.69,0.53,0.036,0.052,0.015,0.318,25.08,0.2,474.64
11620688200,0.68,0.07,4802.49,1.55,0.036,0.048,0.013,0.316,23.24,0.31,482.88
11620689300,0.41,0.11,1892.25,1.2,0.038,0.1,0.018,0.322,17.69,0.56,191.27
11620690400,0.39,0.05,10732.96,0.67,0.037,0.069,0.016,0.313,30.21,0.15,1076.49
11620691500,0.9,0.1,2323.24,1.44,0.039,0.084,0.018,0.314,14.31,0.66,234.11
11620692600,0.88,0.08,3516.49,0.21,0.036,0.05,,0.333,19.71,0.3,393.12
11620693700,0.49,0.04,14713.69,0.37,0.034,0.058,,0.332,28.97,0.0,1638.22
11620694800,0.25,0.05,9506.25,0.03,0.039,0.066,0.019,0.311,32.95,0.34,954.03
11620695900,0.37,0.08,3540.25,1.72,0.036,0.05,0.016,0.323,21.36,0.29,356.45
11620697000,0.65,0.07,5535.36,0.48,0.036,0.051,0.01,0.329,26.75,0.25,556.4
11620698100,0.94,0.05,8482.41,0.17,0.039,0.074,0.01,0.326,31.9,0.23,851.61
11620699200,0.37,0.05,9082.09,1.54,0.035,0.046,0.015,0.324,34.0,0.0,911.85
11620700300,0.4,0.04,12769.0,0.24,0.03,0.053,0.01,0.347,23.99,0.0,1279.41
11620701400,0.42,0.07,5372.89,1.12,0.04,0.099,0.02,0.358,44.07,0.4,541.95
11620702500,1.03,0.06,7208.01,0.51,0.036,0.08,0.032,0.324,23.98,0.41,723.45
11620703600,0.5,0.35,10201.0,3.89,0.047,0.171,0.016,0.325,13.57,0.69,1022.06
11620766300,0.14,0.02,24087.04,1.86,0.074,0.13,0.009,0.342,9.2,0.0,2409.88
11620767400,0.34,0.05,3203.56,3.14,0.072,0.196,0.01,0.343,6.15,0.0,321.39
11620768500,0.2,0.04,5898.24,0.06,0.058,0.136,0.008,0.336,9.13,0.0,590.82
11620769600,0.27,0.02,23073.61,2.0,0.083,0.165,0.019,0.402,5.31,0.0,2308.19
11620770700,0.94,0.02,22710.49,2.1,0.074,0.135,0.019,0.364,3.93,0.0,2271.81
11620771800,0.7,0.05,3831.61,3.79,0.072,0.095,0.015,0.341,9.0,0.0,384.57
11620772900,0.38,0.04,6416.01,1.21,0.059,0.069,0.02,0.329,13.62,0.1,643.18
11620774000,0.62,0.02,21228.49,0.67,0.051,0.051,0.01,0.338,10.91,0.0,2124.12
11620775100,0.12,0.02,24680.41,2.62,0.054,0.078,0.012,0.351,27.74,0.0,2471.14
11620776200,0.26,0.05,3794.56,2.28,0.06,0.069,0.016,0.326,17.03,0.0,381.47
11620777300,0.62,0.02,19656.04,2.66,0.053,0.071,0.013,0.371,20.18,0.0,1968.0
11620778400,1.1,0.24,161.29,2.56,0.052,0.112,0.01,0.32,5.88,0.45,17.2
11620779500,0.87,0.14,432.64,2.07,0.052,0.125,0.012,0.325,6.32,0.38,44.29
11620780600,0.23,0.08,1361.61,2.69,0.052,0.125,0.011,0.312,5.67,0.11,137.09
11620781700,1.22,0.2,237.16,1.41,0.054,0.113,0.013,0.308,6.53,0.4,24.74
11620782800,0.78,0.11,806.56,1.43,0.051,0.119,0.009,0.324,6.89,0.24,81.65
11620783900,0.43,0.16,361.0,2.66,0.06,0.127,0.015,0.328,7.29,0.44,37.25
11620785000,1.53,0.29,104.04,1.31,0.064,0.144,0.015,0.353,6.01,0.5,11.43
11620786100,0.39,0.14,462.25,1.69,0.053,0.103,0.024,0.313,12.95,0.61,47.85
11620787200,0.8,0.09,1190.25,2.3,0.051,0.122,0.026,0.312,16.23,0.24,121.04
11620788300,1.0,0.07,1640.25,0.34,0.048,0.09,0.021,0.32,19.9,0.15,166.22
11620789400,0.48,0.09,1036.84,1.61,0.051,0.09,0.028,0.299,16.28,0.22,105.6
11620790500,0.99,0.09,1176.49,2.01,0.048,0.097,0.022,0.342,18.38,0.54,119.9
11620858700,2.1,0.22,320.41,0.49,0.09,0.026,0.004,0.414,4.33,0.76,32.88
11620859800,2.5,0.37,116.64,4.17,0.094,0.022,0.005,0.345,3.07,0.71,12.79
11620860900,1.41,0.21,357.21,4.91,0.084,0.029,0.005,0.488,2.88,0.55,36.78
11620862000,2.05,0.2,380.25,9.74,0.088,0.031,0.005,0.444,2.16,0.57,39.55
11620863100,1.94,0.24,278.89,8.58,0.091,0.034,0.006,0.39,2.63,0.52,29.33
11620864200,2.85,0.37,116.64,2.47,0.092,0.024,0.004,0.437,2.72,0.61,12.62
11620867500,2.97,0.38,110.25,7.62,0.096,0.026,0.005,0.412,2.78,0.76,12.53
11620868600,1.56,0.14,829.44,1.22,0.086,0.053,0.006,0.436,1.71,0.35,83.5
11621885000,0.43,0.14,806.56,1.82,0.061,0.032,0.011,0.335,8.08,0.4,81.79
11621886100,0.92,0.11,1246.09,2.02,0.055,0.027,0.008,0.329,8.48,0.26,125.83
11621887200,0.79,0.19,449.44,1.79,0.063,0.056,0.02,0.317,6.91,0.41,46.0
11621888300,0.22,0.11,1369.0,0.32,0.052,0.023,0.009,0.318,10.56,0.29,138.09
11621889400,0.48,0.16,615.04,2.54,0.056,0.027,0.01,0.338,8.7,0.36,62.77
11621890500,0.52,0.18,506.25,0.94,0.056,0.025,0.011,0.329,8.51,0.36,51.72
11621891600,1.12,0.31,169.0,1.1,0.058,0.029,0.013,0.331,7.96,0.39,18.03
11621892700,0.67,0.22,334.89,0.48,0.064,0.065,0.017,0.332,5.73,0.39,34.29
11621893800,0.97,0.19,462.25,2.55,0.055,0.025,0.008,0.325,8.08,0.45,47.49
11621894900,1.39,0.24,285.61,0.06,0.059,0.028,0.014,0.323,7.22,0.34,29.53
11621896000,0.65,0.22,342.25,0.42,0.057,0.034,0.013,0.322,8.38,0.36,35.27
11621897100,1.29,0.19,424.36,1.13,0.056,0.03,0.013,0.319,9.85,0.42,43.77
11621898200,0.45,0.1,1482.25,2.66,0.056,0.06,0.011,0.332,10.31,0.23,149.65
11621899300,0.84,0.12,1197.16,1.02,0.054,0.039,0.012,0.326,8.3,0.43,120.83
11621900400,1.05,0.19,432.64,0.86,0.054,0.038,0.014,0.325,9.45,0.46,44.51
11624592100,4.39,0.22,187.69,13.21,0.245,0.013,0.011,0.531,34.93,0.3,24.15
11625334600,33.83,0.94,4.41,27.4,0.495,0.056,0.019,0.744,0.18,0.05,6.81
11629524500,0.58,0.12,676.0,2.32,0.064,0.089,0.01,0.391,9.84,0.0,68.94
11629525600,0.73,0.08,1376.41,3.34,0.063,0.082,0.013,0.425,10.75,0.0,139.19
11629526700,0.79,0.1,930.25,0.69,0.07,0.102,0.014,0.355,13.59,0.0,94.6
11630806000,4.38,0.14,50.41,5.7,0.286,0.031,0.024,0.44,31.34,0.73,9.35
11639788600,0.28,0.1,876.16,0.87,0.07,0.12,0.013,0.556,5.99,0.23,88.44
11639789700,0.2,0.04,5241.76,3.1,0.057,0.067,0.018,0.346,12.26,0.0,525.78
11639793000,1.05,0.03,9741.69,1.97,0.054,0.057,0.009,0.339,13.34,0.0,975.85
11639794100,0.76,0.07,1980.25,2.79,0.068,0.111,0.019,0.426,11.18,0.08,199.58
11639795200,0.38,0.03,7569.0,1.46,0.051,0.07,0.026,0.35,8.71,0.0,758.01
11639799600,0.15,0.04,6177.96,2.45,0.054,0.044,0.018,0.355,11.05,0.0,619.21
11639800700,0.21,0.03,13618.89,3.0,0.049,0.061,0.026,0.377,8.0,0.0,1363.06
11639801800,1.03,0.03,7796.89,1.49,0.056,0.063,0.019,0.366,12.51,0.0,781.25
11639802900,0.17,0.03,10241.44,0.75,0.054,0.06,0.015,0.344,7.86,0.0,1025.07
11639804000,0.79,0.04,5097.96,1.93,0.061,0.071,0.021,0.388,9.8,0.0,511.11
11639806200,1.05,0.03,9120.25,0.64,0.046,0.038,0.02,0.349,9.7,0.0,913.21
11639807300,0.93,0.03,9273.69,1.98,0.049,0.05,0.03,0.365,7.86,0.0,928.5
11639810600,0.41,0.04,6496.36,3.62,0.052,0.045,0.029,0.347,6.93,0.0,650.78
11639811700,0.31,0.03,8408.89,3.46,0.057,0.072,0.021,0.388,10.47,0.0,842.37
11639815000,0.66,0.03,8817.21,0.39,0.05,0.051,0.021,0.344,9.97,0.0,882.87
11639817200,0.54,0.03,8649.0,2.38,0.05,0.044,0.025,0.35,15.35,0.0,866.78
11639823800,0.99,0.05,3294.76,3.57,0.052,0.049,0.013,0.397,17.31,0.77,331.8
11639826000,0.69,0.03,7814.56,2.6,0.056,0.047,0.02,0.351,13.49,0.0,783.18
11639828200,0.34,0.03,8686.24,3.78,0.055,0.048,0.022,0.343,7.9,0.0,869.88
11639831500,0.46,0.04,4970.25,3.58,0.059,0.06,0.019,0.33,5.8,0.0,498.06
11639832600,0.21,0.03,10465.29,1.24,0.053,0.067,0.026,0.371,8.94,0.0,1047.62
11639834800,0.85,0.03,8154.09,2.9,0.061,0.078,0.024,0.341,8.2,0.0,816.66
11639838100,0.88,0.03,7534.24,3.45,0.048,0.035,0.014,0.379,6.98,0.0,754.61
11639843600,0.87,0.04,5882.89,1.41,0.049,0.032,0.014,0.378,9.91,0.29,589.59
11639845800,0.73,0.07,2034.01,1.38,0.062,0.081,0.015,0.412,7.19,0.21,204.42
11639967900,0.21,0.02,9486.76,2.37,0.049,0.029,0.009,0.354,8.87,0.0,949.87
11639970100,0.1,0.02,7974.49,0.2,0.051,0.022,0.019,0.346,5.33,0.0,798.06
11639972300,0.46,0.02,12769.0,3.4,0.056,0.025,0.025,0.355,9.68,0.0,1278.3
11639975600,0.59,0.02,9623.61,2.74,0.052,0.034,0.013,0.361,3.17,0.0,963.06
11639976700,1.03,0.03,6368.04,2.59,0.055,0.05,0.026,0.347,11.31,0.0,638.35
11639980000,0.46,0.03,5685.16,1.29,0.054,0.027,0.016,0.348,5.31,0.0,569.27
11639981100,0.3,0.02,9584.41,1.98,0.052,0.026,0.018,0.351,4.58,0.0,959.17
11639983300,0.54,0.12,1176.49,1.85,0.055,0.203,0.015,0.363,8.37,0.0,118.8
11639984400,0.9,0.02,10060.09,2.0,0.054,0.037,0.013,0.354,5.29,0.0,1006.88
11639985500,0.97,0.02,11793.96,1.55,0.052,0.036,0.018,0.35,6.12,0.0,1180.31
11639986600,0.24,0.13,954.81,2.87,0.058,0.23,0.02,0.366,5.92,0.0,96.46
